STN,DATE,TIME,DEWP,STP,TEMP,SLP,VISIB,WDSP,PRCP,SNDP,FRSHTT,CLDC,WNDDIR
484250,2019-01-28,11:40:27,21.6,1010.5,28.2,1013.0,8.7,3.0,0.00,0.0,000000,68.5,342
484260,2019-01-28,11:40:27,18.5,1044.0,29.9,1013.0,8.6,2.2,0.00,0.0,000000,59.6,353
488300,2019-01-28,11:40:27,7.3,990.9,25.7,1022.5,20.3,4.5,0.00,0.0,000000,21.9,75
489470,2019-01-28,11:40:27,18.3,990.8,25.4,1008.3,13.0,4.2,0.00,0.0,000000,61.4,46
488260,2019-01-28,11:40:27,10.9,1006.7,25.7,1019.0,7.7,7.5,0.00,0.0,000000,83.6,189
483790,2019-01-28,11:40:27,21.6,978.1,27.0,1011.4,9.1,3.4,0.00,0.0,000000,58.5,149
483780,2019-01-28,11:40:27,18.4,1006.3,25.8,1012.1,6.2,2.2,0.00,0.0,000000,69.5,10
488676,2019-01-28,11:40:27,22.0,1006.7,25.9,1021.2,11.3,12.5,0.00,0.0,000000,77.3,258
488685,2019-01-28,11:40:27,16.8,1007.1,26.0,986.6,11.2,8.9,0.00,0.0,000000,43.1,214
489480,2019-01-28,11:40:27,15.4,1036.5,23.0,1021.4,11.7,3.7,0.00,0.0,000000,13.8,190
488525,2019-01-28,11:40:27,17.0,1004.5,24.2,976.4,9.2,8.6,0.00,0.0,000000,34.8,12
488526,2019-01-28,11:40:27,17.1,1006.9,20.9,1018.4,10.4,9.7,0.00,0.0,000000,27.7,136
483545,2019-01-28,11:40:27,16.5,986.9,24.7,1009.2,6.1,3.0,0.00,0.0,000000,69.0,345
483540,2019-01-28,11:40:27,17.2,1004.0,25.5,1009.3,5.7,6.6,0.00,0.0,000000,61.8,238
485576,2019-01-28,11:40:27,22.5,1005.3,28.1,989.2,9.4,9.5,0.00,0.0,000000,45.8,89
485577,2019-01-28,11:40:27,22.5,1007.7,26.9,1034.8,6.7,23.3,0.00,0.0,000000,18.5,161
483270,2019-01-28,11:40:27,18.5,995.0,26.1,1011.3,6.8,4.1,0.02,0.0,010000,59.3,142
488640,2019-01-28,11:40:27,19.5,1010.9,22.3,1012.0,9.8,10.3,0.00,0.0,000000,31.4,1
488695,2019-01-28,11:40:27,16.9,949.7,26.8,939.2,12.8,2.2,0.00,0.0,000000,84.5,47
488460,2019-01-28,11:40:27,19.5,1020.1,21.8,1011.7,9.2,1.0,0.00,0.0,000000,78.9,173
485320,2019-01-28,11:40:27,23.7,1008.6,25.4,1009.4,11.2,5.3,0.00,0.0,000000,3.1,30
484750,2019-01-28,11:40:27,19.8,1010.6,26.9,1011.9,5.7,7.1,0.00,0.0,000000,94.8,338
484610,2019-01-28,11:40:27,21.9,1004.2,28.2,1011.3,6.6,6.8,0.00,0.0,000000,34.4,191
483032,2019-01-28,11:40:27,19.6,988.5,29.0,996.7,4.6,11.3,0.00,0.0,000000,74.2,69
488400,2019-01-28,11:40:27,13.1,1017.3,25.9,1018.8,15.1,5.9,0.00,0.0,000000,60.8,99
488230,2019-01-28,11:40:27,9.9,1019.7,25.9,1019.9,8.4,5.7,0.00,0.0,000000,66.1,78
489125,2019-01-28,11:40:27,20.8,1007.6,26.3,989.0,11.3,6.0,0.00,0.0,000000,25.5,36
489130,2019-01-28,11:40:27,16.3,1010.8,26.0,1008.8,13.6,14.6,0.00,0.0,000000,52.8,226
485680,2019-01-28,11:40:27,22.1,1009.0,27.4,1011.7,9.9,24.1,0.11,0.0,010000,50.4,343
483820,2019-01-28,11:40:27,17.6,994.2,25.1,1011.9,5.5,3.4,0.00,0.0,000000,51.5,283
483810,2019-01-28,11:40:27,15.0,992.4,25.4,1013.9,6.5,8.1,0.01,0.0,010000,50.0,91
483575,2019-01-28,11:40:27,20.2,1001.6,25.9,1005.7,10.9,3.8,0.00,0.0,000000,87.0,160
483570,2019-01-28,11:40:27,17.1,990.1,24.7,1005.2,12.5,4.3,0.00,0.0,000000,86.3,91
485010,2019-01-28,11:40:27,22.8,1009.6,26.3,1010.0,7.3,4.0,0.04,0.0,010000,50.4,166
488520,2019-01-28,11:40:27,14.5,1014.5,25.6,1016.6,14.5,11.0,0.05,0.0,010000,57.8,317
488515,2019-01-28,11:40:27,18.4,1006.9,21.2,987.2,9.0,10.3,0.00,0.0,000000,67.5,199
485690,2019-01-28,11:40:27,24.9,1010.8,29.6,1011.1,11.0,8.5,0.09,0.0,010000,51.0,353
485670,2019-01-28,11:40:27,24.3,1007.2,30.2,1008.7,8.4,6.6,0.00,0.0,000000,47.2,240
488910,2019-01-28,11:40:27,21.1,1004.0,28.8,1006.9,12.0,8.2,0.00,0.0,000000,46.7,331
488915,2019-01-28,11:40:27,22.9,1006.2,26.3,997.8,9.7,8.3,0.00,0.0,000000,72.7,266
488926,2019-01-28,11:40:27,21.1,1004.6,26.8,1018.5,9.6,5.5,0.00,0.0,000000,2.1,273
488600,2019-01-28,11:40:27,17.6,1015.6,26.0,1016.4,18.2,3.3,0.00,0.0,000000,78.1,188
489140,2019-01-28,11:40:27,22.0,1010.2,27.4,1011.9,18.8,10.3,0.00,0.0,000000,53.3,156
488630,2019-01-28,11:40:27,18.0,1008.6,21.2,1011.7,9.0,3.4,0.00,0.0,000000,82.9,88
488750,2019-01-28,11:40:27,17.1,953.1,26.1,1014.3,10.6,19.5,0.00,0.0,000000,10.0,265
489006,2019-01-28,11:40:27,21.8,991.3,28.5,987.1,10.7,1.8,0.00,0.0,000000,21.5,350
489005,2019-01-28,11:40:27,19.3,1007.3,24.5,1002.0,9.8,4.2,0.00,0.0,000000,9.0,113
489000,2019-01-28,11:40:27,21.1,1011.3,27.6,1011.2,12.4,9.8,0.00,0.0,000000,68.3,302
484075,2019-01-28,11:40:27,19.7,1016.4,26.1,1006.8,8.5,5.2,0.00,0.0,000000,61.7,148
484076,2019-01-28,11:40:27,14.0,1014.1,22.0,1035.8,5.9,4.7,0.00,0.0,000000,57.7,15
483000,2019-01-28,11:40:27,19.2,978.9,21.6,1010.7,8.0,1.9,0.95,0.0,010000,50.9,53
488060,2019-01-28,11:40:27,11.1,932.7,21.7,1008.4,19.2,9.7,0.00,0.0,000000,11.7,343
488671,2019-01-28,11:40:27,21.0,961.7,23.9,964.5,9.7,7.5,0.00,0.0,000000,35.4,57
488665,2019-01-28,11:40:27,17.3,924.8,24.1,948.2,10.7,10.1,0.00,0.0,000000,98.0,175
488450,2019-01-28,11:40:27,21.6,1012.2,22.9,1013.1,20.2,4.2,0.00,0.0,000000,79.5,15
488510,2019-01-28,11:40:27,19.1,1011.7,21.2,1037.6,6.2,8.6,0.00,0.0,000000,66.7,80
488770,2019-01-28,11:40:28,17.2,1012.8,22.5,1009.7,16.9,10.3,0.00,0.0,000000,44.2,52
488260,2019-01-28,11:40:28,11.5,1006.7,25.2,1019.0,7.8,7.5,0.00,0.0,000000,83.5,189
483900,2019-01-28,11:40:28,16.5,999.8,23.4,1016.1,9.1,11.3,0.00,0.0,000000,34.0,127
489550,2019-01-28,11:40:28,16.7,1004.8,27.4,1010.6,23.7,10.5,0.00,0.0,000000,3.1,55
483820,2019-01-28,11:40:28,17.6,994.2,27.5,1011.9,5.5,3.5,0.00,0.0,000000,51.5,284
483810,2019-01-28,11:40:28,15.0,992.5,25.4,1013.9,6.4,8.1,0.01,0.0,010000,50.1,92
484250,2019-01-28,11:40:28,20.5,1010.5,28.1,1013.0,8.6,3.0,0.00,0.0,000000,68.5,342
489015,2019-01-28,11:40:28,23.6,1005.1,28.3,1011.7,10.9,4.1,0.00,0.0,000000,58.9,156
484780,2019-01-28,11:40:28,21.7,1008.3,26.8,1006.4,10.0,8.7,0.00,0.0,000000,58.8,56
483750,2019-01-28,11:40:28,18.7,1005.5,24.9,1011.4,6.8,3.8,0.00,0.0,000000,28.0,146
483770,2019-01-28,11:40:28,15.6,1002.2,25.5,1006.9,1.9,12.5,0.00,0.0,000000,82.8,120
485576,2019-01-28,11:40:28,22.5,1005.4,29.6,989.3,9.5,9.6,0.00,0.0,000000,45.8,88
485577,2019-01-28,11:40:28,22.7,1007.6,26.9,1034.7,6.8,23.3,0.00,0.0,000000,18.5,160
489070,2019-01-28,11:40:28,19.6,1009.6,24.1,1011.4,21.4,9.4,0.0,0.0,000000,63.1,276
483800,2019-01-28,11:40:28,23.3,1000.2,28.8,1009.7,3.9,1.1,0.00,0.0,000000,44.0,221
488490,2019-01-28,11:40:28,22.5,1008.5,25.9,1013.4,12.3,8.4,0.00,0.0,000000,1.5,358
483530,2019-01-28,11:40:28,15.0,1004.5,23.0,1013.3,6.5,4.4,0.00,0.0,000000,50.8,197
488910,2019-01-28,11:40:28,21.1,1004.0,25.2,1007.0,12.1,8.1,0.00,0.0,000000,46.6,331
488915,2019-01-28,11:40:28,21.7,1006.2,26.3,998.0,9.8,8.2,0.00,0.0,000000,72.7,266
488926,2019-01-28,11:40:28,21.1,1004.6,24.6,1018.6,9.7,5.6,0.00,0.0,000000,2.1,273
489100,2019-01-28,11:40:28,23.5,1009.8,27.9,1010.4,10.7,7.2,0.00,0.0,000000,28.2,143
488640,2019-01-28,11:40:28,20.3,1010.9,22.3,1012.0,9.8,10.3,0.00,0.0,000000,31.3,1
488695,2019-01-28,11:40:28,16.9,949.7,24.8,939.4,12.8,2.2,0.00,0.0,000000,84.5,47
485690,2019-01-28,11:40:28,24.9,1010.8,29.6,1011.1,11.1,8.6,0.09,0.0,010000,51.0,353
485670,2019-01-28,11:40:28,25.3,1007.2,28.2,1008.7,8.5,6.6,0.00,0.0,000000,47.3,240
488300,2019-01-28,11:40:28,6.5,991.0,25.5,1022.5,20.3,4.6,0.00,0.0,000000,21.9,75
488600,2019-01-28,11:40:28,17.6,1015.6,25.7,1016.4,18.1,3.3,0.00,0.0,000000,78.2,189
488450,2019-01-28,11:40:28,21.6,1012.2,22.9,1013.1,20.2,4.2,0.00,0.0,000000,79.4,15
488510,2019-01-28,11:40:28,18.4,1011.7,21.2,1037.6,6.1,8.6,0.00,0.0,000000,66.7,80
489470,2019-01-28,11:40:28,16.8,990.8,25.4,1008.3,13.0,4.3,0.00,0.0,000000,61.4,47
488520,2019-01-28,11:40:28,15.0,1014.5,25.8,1016.5,14.4,11.1,0.05,0.0,010000,57.7,317
488515,2019-01-28,11:40:28,17.4,1006.9,22.8,987.2,9.1,10.4,0.00,0.0,000000,67.5,199
485320,2019-01-28,11:40:28,23.7,1008.6,30.9,1009.4,11.3,5.4,0.00,0.0,000000,3.1,30
488630,2019-01-28,11:40:28,18.0,1008.6,22.8,1011.4,9.1,3.4,0.00,0.0,000000,82.9,89
488060,2019-01-28,11:40:28,11.1,932.7,23.8,1008.4,19.2,9.8,0.00,0.0,000000,11.6,344
489140,2019-01-28,11:40:28,22.0,1010.2,25.8,1011.9,18.9,10.2,0.00,0.0,000000,53.3,156
488525,2019-01-28,11:40:28,17.0,1004.5,24.1,976.5,9.2,8.6,0.00,0.0,000000,34.8,12
488526,2019-01-28,11:40:28,18.2,1007.0,20.8,1018.3,10.4,9.7,0.00,0.0,000000,27.8,137
489125,2019-01-28,11:40:28,21.8,1007.6,26.3,988.9,11.3,6.0,0.00,0.0,000000,25.5,36
489130,2019-01-28,11:40:28,16.3,1010.9,26.0,1008.8,13.6,14.6,0.00,0.0,000000,52.8,225
484550,2019-01-28,11:40:28,22.1,1009.5,27.0,1011.3,8.2,6.2,0.00,0.0,000000,42.4,193
483280,2019-01-28,11:40:28,19.6,991.5,26.1,1010.9,6.3,2.8,0.00,0.0,000000,81.4,87
488460,2019-01-28,11:40:28,20.2,1020.0,20.8,1011.7,9.3,0.9,0.00,0.0,000000,79.0,173
483030,2019-01-28,11:40:28,19.1,1021.3,25.0,1015.2,7.6,0.6,0.00,0.0,000000,64.8,176
489300,2019-01-28,11:40:28,18.3,970.8,26.7,1005.3,11.6,5.2,0.00,0.0,000000,50.6,132
484260,2019-01-28,11:40:28,17.1,1044.1,27.7,1013.0,8.5,2.1,0.00,0.0,000000,59.5,353
488750,2019-01-28,11:40:28,17.1,953.1,25.4,1014.3,10.7,19.6,0.00,0.0,000000,9.9,265
483032,2019-01-28,11:40:28,20.3,988.4,27.6,996.9,4.5,11.2,0.00,0.0,000000,74.2,157.6
489006,2019-01-28,11:40:28,21.8,991.3,28.5,986.8,10.7,1.8,0.00,0.0,000000,21.5,350
489005,2019-01-28,11:40:28,19.3,1007.3,24.5,1002.3,9.9,4.1,0.00,0.0,000000,9.0,112
489000,2019-01-28,11:40:28,21.1,1011.3,27.6,1011.2,12.5,9.7,0.00,0.0,000000,68.3,302
489480,2019-01-28,11:40:28,15.4,1036.6,23.0,1021.4,11.6,3.7,0.00,0.0,000000,13.8,190
485650,2019-01-28,11:40:28,24.0,1006.9,28.2,1009.8,10.1,8.8,0.04,0.0,010000,95.5,39
485660,2019-01-28,11:40:28,22.3,1034.6,25.3,1010.5,8.6,10.3,0.00,0.0,000000,15.7,299
485640,2019-01-28,11:40:28,22.8,1017.8,28.5,1009.4,12.0,8.0,0.00,0.0,000000,51.1,145
488400,2019-01-28,11:40:28,12.6,1017.3,25.5,1008.5,15.1,5.8,0.00,0.0,000000,60.8,100
488230,2019-01-28,11:40:28,9.3,1019.8,25.5,1019.9,8.5,5.7,0.00,0.0,000000,66.2,78
484610,2019-01-28,11:40:28,21.9,1004.2,28.2,1011.3,6.6,6.7,0.00,0.0,000000,34.4,191
488671,2019-01-28,11:40:28,21.0,961.7,22.6,964.2,9.8,7.5,0.00,0.0,000000,35.5,57
488665,2019-01-28,11:40:28,18.6,924.8,24.1,948.1,10.7,10.2,0.00,0.0,000000,98.0,175
484750,2019-01-28,11:40:28,18.9,1010.6,26.9,1012.0,5.6,7.1,0.00,0.0,000000,94.8,337
483000,2019-01-28,11:40:28,18.7,978.9,21.6,1010.7,8.1,1.9,0.95,0.0,010000,51.0,53
483575,2019-01-28,11:40:28,20.2,1001.7,25.9,1005.7,11.0,6.9,0.00,0.0,000000,86.9,160
483570,2019-01-28,11:40:28,15.7,990.1,26.7,1005.2,12.5,4.4,0.00,0.0,000000,86.2,91
483790,2019-01-28,11:40:28,20.3,978.0,28.8,1011.4,9.1,3.4,0.00,0.0,000000,58.6,149
483780,2019-01-28,11:40:28,19.8,1006.3,28.1,1012.1,6.1,2.1,0.00,0.0,000000,69.5,10
488676,2019-01-28,11:40:28,22.0,1006.7,27.1,1021.2,11.2,12.4,0.00,0.0,000000,77.2,258
488685,2019-01-28,11:40:28,16.8,1007.1,25.9,986.9,11.2,8.9,0.00,0.0,000000,43.1,214
484075,2019-01-28,11:40:28,19.7,1016.6,27.9,1006.8,8.5,5.2,0.00,0.0,000000,61.7,148
484076,2019-01-28,11:40:28,14.7,1014.0,23.8,1035.8,6.0,4.6,0.00,0.0,000000,57.8,15
484620,2019-01-28,11:40:28,18.1,1017.2,28.0,1012.0,6.0,6.0,0.00,0.0,000000,50.8,184
483545,2019-01-28,11:40:28,16.5,987.0,22.5,1009.2,6.0,3.0,0.00,0.0,000000,69.0,344
483540,2019-01-28,11:40:28,15.8,1004.0,25.5,1009.3,5.6,6.7,0.00,0.0,000000,61.8,238
485010,2019-01-28,11:40:28,23.7,1009.6,26.3,1010.0,7.3,4.0,0.04,0.0,010000,50.4,165
485680,2019-01-28,11:40:28,21.5,1009.0,25.4,1011.7,9.9,24.0,0.11,0.0,010000,50.4,344
489041,2019-01-28,11:40:28,18.1,1010.6,24.1,1014.0,17.6,17.7,0.00,0.0,000000,91.6,347
483270,2019-01-28,11:40:28,16.9,995.0,26.1,1011.3,6.8,4.2,0.02,0.0,010000,59.4,143
489400,2019-01-28,11:40:28,16.2,999.1,25.2,1008.8,10.0,3.2,0.00,0.0,000000,44.1,90
489350,2019-01-28,11:40:28,13.6,998.1,22.8,998.5,19.3,4.7,0.00,0.0,000000,57.4,206
489180,2019-01-28,11:40:28,17.9,1009.4,20.9,1012.1,20.9,17.5,0.00,0.0,000000,10.5,106
488660,2019-01-28,11:40:28,17.0,932.7,23.1,994.4,19.1,8.3,0.00,0.0,000000,50.0,94
483032,2019-01-28,11:40:29,19.6,988.5,29.0,997.2,4.6,11.1,0.00,0.0,000000,74.2,69
489041,2019-01-28,11:40:29,18.1,1010.6,24.1,1014.0,17.6,17.6,0.00,0.0,000000,91.7,347
483030,2019-01-28,11:40:29,17.4,1021.3,25.0,1015.2,7.6,0.6,0.00,0.0,000000,64.8,176
484550,2019-01-28,11:40:29,21.0,1009.5,27.0,1011.3,8.2,6.3,0.00,0.0,000000,42.4,193
488671,2019-01-28,11:40:29,21.9,961.6,22.6,963.9,9.7,7.5,0.00,0.0,000000,35.4,57
488665,2019-01-28,11:40:29,17.3,924.8,24.1,948.2,10.7,10.1,0.00,0.0,000000,98.0,175
483270,2019-01-28,11:40:29,16.9,995.0,23.7,1011.3,6.9,4.2,0.02,0.0,010000,59.3,143
488750,2019-01-28,11:40:29,17.1,953.1,25.2,1014.3,10.6,19.5,0.00,0.0,000000,10.0,265
488400,2019-01-28,11:40:29,12.6,1017.3,25.2,1018.8,15.0,5.9,0.00,0.0,000000,60.8,99
488230,2019-01-28,11:40:29,9.3,1019.8,25.3,1019.9,8.4,5.6,0.00,0.0,000000,66.2,78
488060,2019-01-28,11:40:29,11.1,932.6,21.7,1008.4,19.1,9.7,0.00,0.0,000000,11.6,343
489006,2019-01-28,11:40:29,21.8,991.3,26.9,987.1,10.7,1.9,0.00,0.0,000000,21.5,351
489005,2019-01-28,11:40:29,20.2,1007.3,26.5,1002.0,9.8,4.2,0.00,0.0,000000,9.0,112
489000,2019-01-28,11:40:29,20.0,1011.3,25.9,1011.2,12.5,9.8,0.00,0.0,000000,68.4,301
488910,2019-01-28,11:40:29,21.1,1004.0,28.8,1007.0,12.0,8.2,0.00,0.0,000000,46.7,331
488915,2019-01-28,11:40:29,21.7,1006.2,28.9,998.1,9.8,8.3,0.00,0.0,000000,72.7,266
488926,2019-01-28,11:40:29,19.9,1004.6,26.8,1018.5,9.7,5.6,0.00,0.0,000000,2.2,273
488640,2019-01-28,11:40:29,19.5,1010.9,23.7,1012.0,9.7,10.3,0.00,0.0,000000,31.3,1
488695,2019-01-28,11:40:29,16.9,949.7,26.7,939.7,12.8,2.2,0.00,0.0,000000,84.5,47
484620,2019-01-28,11:40:29,16.7,993.0,25.6,1012.0,6.0,5.9,0.00,0.0,000000,50.8,184
484075,2019-01-28,11:40:29,20.7,1016.8,26.1,1006.8,8.5,5.2,0.00,0.0,000000,61.7,147
484076,2019-01-28,11:40:29,14.7,1014.0,22.0,1035.8,6.1,4.6,0.00,0.0,000000,57.8,15
489070,2019-01-28,11:40:29,19.6,1009.7,26.2,1011.4,21.5,9.3,0.00,0.0,000000,63.1,276
483000,2019-01-28,11:40:29,19.2,978.9,21.6,1010.7,8.1,1.9,0.95,0.0,010000,50.9,53
485690,2019-01-28,11:40:29,23.9,1010.8,29.6,1011.1,11.0,8.7,0.09,0.0,010000,51.0,353
485670,2019-01-28,11:40:29,25.3,1007.2,30.2,1008.7,8.4,6.7,0.00,0.0,000000,47.2,241
488660,2019-01-28,11:40:29,17.0,932.7,23.1,994.4,19.2,8.3,0.00,0.0,000000,49.9,94
488676,2019-01-28,11:40:29,23.0,1006.7,27.1,1021.3,11.2,12.5,0.00,0.0,000000,77.2,258
488685,2019-01-28,11:40:29,16.8,1007.1,22.5,987.3,11.3,8.9,0.00,0.0,000000,43.0,214
489100,2019-01-28,11:40:29,23.5,1009.8,26.6,1010.4,10.6,7.3,0.00,0.0,000000,28.2,143
484610,2019-01-28,11:40:29,21.9,1004.2,28.2,1011.3,6.7,6.6,0.00,0.0,000000,34.4,191
488770,2019-01-28,11:40:29,17.8,1012.8,22.5,1009.7,17.0,10.4,0.00,0.0,000000,44.3,52
488260,2019-01-28,11:40:29,11.5,1006.7,25.5,1019.0,7.8,7.5,0.00,0.0,000000,83.6,189
489480,2019-01-28,11:40:29,15.4,1036.5,23.0,1021.4,11.7,3.8,0.00,0.0,000000,13.7,190
488490,2019-01-28,11:40:29,22.5,1008.5,25.9,1013.4,12.2,8.3,0.00,0.0,000000,1.4,358
485650,2019-01-28,11:40:29,24.0,1006.9,28.2,1009.8,10.0,8.7,0.04,0.0,010000,95.5,39
485660,2019-01-28,11:40:29,22.3,1034.6,25.6,1010.5,8.6,10.3,0.00,0.0,000000,15.7,300
485640,2019-01-28,11:40:29,23.6,1017.8,25.7,1009.4,12.1,8.1,0.00,0.0,000000,51.0,144
483900,2019-01-28,11:40:29,15.5,999.9,21.3,1016.1,9.1,11.4,0.00,0.0,000000,33.9,127
484750,2019-01-28,11:40:29,18.9,1010.6,26.9,1012.0,5.6,7.2,0.00,0.0,000000,94.8,337
485576,2019-01-28,11:40:29,21.8,1005.3,28.1,989.2,9.5,9.5,0.00,0.0,000000,45.8,89
485577,2019-01-28,11:40:29,22.5,1007.7,26.9,1034.8,6.7,23.3,0.00,0.0,000000,18.5,160
483280,2019-01-28,11:40:29,17.7,991.7,28.0,1010.9,6.3,2.9,0.00,0.0,000000,81.4,87
483790,2019-01-28,11:40:29,20.3,977.9,27.0,1011.4,9.1,3.4,0.00,0.0,000000,58.6,149
483780,2019-01-28,11:40:29,18.4,1006.3,28.1,1012.1,6.2,2.2,0.00,0.0,000000,69.4,10
488460,2019-01-28,11:40:29,20.2,1020.1,21.8,1011.7,9.2,1.0,0.00,0.0,000000,79.0,173
488630,2019-01-28,11:40:29,17.2,1008.6,22.8,1011.7,9.1,3.4,0.00,0.0,000000,82.8,89
489140,2019-01-28,11:40:29,22.0,1010.2,25.8,1011.9,18.9,10.2,0.00,0.0,000000,53.2,156
488520,2019-01-28,11:40:29,14.5,1014.5,25.6,1016.5,14.5,11.1,0.05,0.0,010000,57.7,317
488515,2019-01-28,11:40:29,17.4,1006.8,22.8,987.2,9.0,10.4,0.00,0.0,000000,67.6,199
483575,2019-01-28,11:40:29,21.8,1001.6,25.9,1005.7,11.0,3.8,0.00,0.0,000000,86.9,159
483570,2019-01-28,11:40:29,15.7,990.1,26.7,1005.2,12.4,4.3,0.00,0.0,000000,86.2,92
489400,2019-01-28,11:40:29,16.2,999.1,25.2,1008.8,10.0,3.2,0.00,0.0,000000,44.0,90
489350,2019-01-28,11:40:29,13.6,998.3,24.6,998.6,19.4,4.6,0.00,0.0,000000,57.4,207
489300,2019-01-28,11:40:29,16.2,970.8,24.2,1005.3,11.5,5.1,0.00,0.0,000000,50.6,131
488525,2019-01-28,11:40:29,18.2,1004.5,21.6,976.4,9.2,8.7,0.00,0.0,000000,34.8,12
488526,2019-01-28,11:40:29,18.2,1007.0,23.2,1018.4,10.4,9.7,0.00,0.0,000000,27.8,136
489125,2019-01-28,11:40:29,21.8,1007.6,26.3,989.0,11.2,6.0,0.00,0.0,000000,25.5,35
489130,2019-01-28,11:40:29,16.3,1010.9,26.0,1008.8,13.6,14.6,0.00,0.0,000000,52.8,225
485320,2019-01-28,11:40:29,23.7,1008.6,25.3,1009.4,11.3,5.3,0.00,0.0,000000,3.1,30
483820,2019-01-28,11:40:29,17.6,994.2,27.5,1011.9,5.4,3.4,0.00,0.0,000000,51.5,283
483810,2019-01-28,11:40:29,16.4,992.5,23.6,1013.9,6.4,8.0,0.01,0.0,010000,50.1,91
489015,2019-01-28,11:40:29,23.6,1005.1,28.3,1011.6,10.8,4.1,0.00,0.0,000000,58.9,156
484780,2019-01-28,11:40:29,21.7,1008.3,29.1,1006.4,9.9,8.8,0.00,0.0,000000,58.8,55
483750,2019-01-28,11:40:29,18.7,1005.5,24.9,1011.4,6.8,3.7,0.00,0.0,000000,28.0,145
483770,2019-01-28,11:40:29,13.7,1002.5,25.6,1006.9,1.9,12.5,0.00,0.0,000000,82.7,121
483545,2019-01-28,11:40:29,16.5,986.9,22.5,1009.2,6.1,3.0,0.00,0.0,000000,69.0,344
483540,2019-01-28,11:40:29,17.2,1004.1,23.6,1009.3,5.6,6.7,0.00,0.0,000000,61.8,238
484250,2019-01-28,11:40:29,20.4,1010.5,29.7,1012.9,8.6,3.0,0.00,0.0,000000,68.5,343
489180,2019-01-28,11:40:29,17.9,1009.4,22.8,1012.1,20.9,17.5,0.00,0.0,000000,10.5,106
483530,2019-01-28,11:40:29,15.0,1004.5,25.4,1013.3,6.4,4.4,0.00,0.0,000000,50.8,197
488600,2019-01-28,11:40:29,18.0,1015.6,25.4,1016.4,18.1,3.3,0.00,0.0,000000,78.1,189
485680,2019-01-28,11:40:29,21.5,1009.0,25.4,1011.7,9.9,24.1,0.11,0.0,010000,50.4,344
483800,2019-01-28,11:40:29,22.5,1000.2,28.8,1009.7,4.0,1.1,0.00,0.0,000000,44.0,221
489470,2019-01-28,11:40:29,16.8,990.8,25.4,1008.2,13.1,4.4,0.00,0.0,000000,61.4,46
484260,2019-01-28,11:40:29,18.5,1044.0,29.9,1013.0,8.5,2.2,0.00,0.0,000000,59.6,354
488450,2019-01-28,11:40:29,21.6,1012.2,25.5,1013.1,20.2,4.2,0.00,0.0,000000,79.5,15
488510,2019-01-28,11:40:29,19.1,1011.8,25.6,1037.6,6.2,8.6,0.00,0.0,000000,66.7,81
485010,2019-01-28,11:40:29,23.7,1009.6,28.3,1010.0,7.2,4.0,0.04,0.0,010000,50.4,165
489550,2019-01-28,11:40:29,17.9,1004.8,27.4,1010.6,23.8,10.4,0.00,0.0,000000,3.1,55
488300,2019-01-28,11:40:29,7.3,990.9,25.8,1022.5,20.3,4.5,0.00,0.0,000000,22.0,75
484780,2019-01-28,11:40:30,21.7,1008.3,26.8,1006.4,9.9,8.7,0.00,0.0,000000,58.8,55
485650,2019-01-28,11:40:30,22.9,1006.9,30.7,1009.8,10.0,8.8,0.04,0.0,010000,95.5,39
485660,2019-01-28,11:40:30,21.3,1034.6,31.0,1010.5,8.6,10.3,0.00,0.0,000000,15.7,300
485640,2019-01-28,11:40:30,22.8,1017.8,28.5,1009.4,12.1,8.0,0.00,0.0,000000,51.0,144
488750,2019-01-28,11:40:30,17.1,953.1,26.3,1014.3,10.7,19.4,0.00,0.0,000000,9.9,265
483900,2019-01-28,11:40:30,16.5,999.8,21.3,1016.1,9.1,11.3,0.00,0.0,000000,33.9,128
488600,2019-01-28,11:40:30,18.0,1015.6,26.4,1016.4,18.0,3.3,0.00,0.0,000000,78.1,189
489070,2019-01-28,11:40:30,19.6,1009.6,24.1,1011.4,21.6,9.4,0.00,0.0,000000,63.1,276
484250,2019-01-28,11:40:30,21.6,1010.5,29.7,1013.0,8.6,3.0,0.00,0.0,000000,68.5,342
489100,2019-01-28,11:40:30,23.5,1009.8,26.6,1010.4,10.6,7.4,0.00,0.0,000000,28.2,143
483032,2019-01-28,11:40:30,19.6,988.5,29.0,996.9,4.5,11.2,0.00,0.0,000000,74.1,69
488260,2019-01-28,11:40:30,10.9,1006.7,26.7,1019.0,7.8,7.5,0.00,0.0,000000,83.6,189
489125,2019-01-28,11:40:30,20.8,1007.6,26.3,988.9,11.3,6.0,0.00,0.0,000000,25.5,36
489130,2019-01-28,11:40:30,16.3,1011.0,24.0,1008.8,13.6,14.6,0.00,0.0,000000,52.8,225
489470,2019-01-28,11:40:30,16.8,990.8,27.4,1008.2,13.0,4.3,0.00,0.0,000000,61.4,46
489400,2019-01-28,11:40:30,16.2,999.1,25.2,1008.8,10.0,3.2,0.00,0.0,000000,44.1,90
489350,2019-01-28,11:40:30,13.6,998.5,22.8,998.7,19.3,4.6,0.00,0.0,000000,57.4,207
488640,2019-01-28,11:40:30,19.5,1010.9,22.3,1012.0,9.7,10.3,0.00,0.0,000000,31.3,1
488695,2019-01-28,11:40:30,15.4,949.7,24.8,939.4,12.8,2.2,0.00,0.0,000000,84.5,47
